#DataPath	LabelPath
<path-to-data-file>/0129.nii.gz	<path-to-label-file>/0129.nii.gz
<path-to-data-file>/0131.nii.gz	<path-to-label-file>/0131.nii.gz
<path-to-data-file>/0133.nii.gz	<path-to-label-file>/0133.nii.gz
<path-to-data-file>/0134.nii.gz	<path-to-label-file>/0134.nii.gz
<path-to-data-file>/0135.nii.gz	<path-to-label-file>/0135.nii.gz
<path-to-data-file>/0137.nii.gz	<path-to-label-file>/0137.nii.gz
<path-to-data-file>/0138.nii.gz	<path-to-label-file>/0138.nii.gz
<path-to-data-file>/0141.nii.gz	<path-to-label-file>/0141.nii.gz
<path-to-data-file>/0143.nii.gz	<path-to-label-file>/0143.nii.gz
<path-to-data-file>/0147.nii.gz	<path-to-label-file>/0147.nii.gz
<path-to-data-file>/0153.nii.gz	<path-to-label-file>/0153.nii.gz
<path-to-data-file>/0154.nii.gz	<path-to-label-file>/0154.nii.gz
<path-to-data-file>/0156.nii.gz	<path-to-label-file>/0156.nii.gz
<path-to-data-file>/0159.nii.gz	<path-to-label-file>/0159.nii.gz
<path-to-data-file>/0160.nii.gz	<path-to-label-file>/0160.nii.gz
<path-to-data-file>/0161.nii.gz	<path-to-label-file>/0161.nii.gz
<path-to-data-file>/0162.nii.gz	<path-to-label-file>/0162.nii.gz
<path-to-data-file>/0166.nii.gz	<path-to-label-file>/0166.nii.gz
<path-to-data-file>/0170.nii.gz	<path-to-label-file>/0170.nii.gz
<path-to-data-file>/0172.nii.gz	<path-to-label-file>/0172.nii.gz
<path-to-data-file>/0173.nii.gz	<path-to-label-file>/0173.nii.gz
<path-to-data-file>/0179.nii.gz	<path-to-label-file>/0179.nii.gz
<path-to-data-file>/0180.nii.gz	<path-to-label-file>/0180.nii.gz
<path-to-data-file>/0185.nii.gz	<path-to-label-file>/0185.nii.gz
<path-to-data-file>/0186.nii.gz	<path-to-label-file>/0186.nii.gz
<path-to-data-file>/0188.nii.gz	<path-to-label-file>/0188.nii.gz
<path-to-data-file>/0190.nii.gz	<path-to-label-file>/0190.nii.gz
<path-to-data-file>/0192.nii.gz	<path-to-label-file>/0192.nii.gz
<path-to-data-file>/0193.nii.gz	<path-to-label-file>/0193.nii.gz
<path-to-data-file>/0195.nii.gz	<path-to-label-file>/0195.nii.gz
<path-to-data-file>/0196.nii.gz	<path-to-label-file>/0196.nii.gz
<path-to-data-file>/0198.nii.gz	<path-to-label-file>/0198.nii.gz
<path-to-data-file>/0199.nii.gz	<path-to-label-file>/0199.nii.gz
<path-to-data-file>/0212.nii.gz	<path-to-label-file>/0212.nii.gz
<path-to-data-file>/0214.nii.gz	<path-to-label-file>/0214.nii.gz
<path-to-data-file>/0217.nii.gz	<path-to-label-file>/0217.nii.gz
<path-to-data-file>/0224.nii.gz	<path-to-label-file>/0224.nii.gz
<path-to-data-file>/0225.nii.gz	<path-to-label-file>/0225.nii.gz
<path-to-data-file>/0226.nii.gz	<path-to-label-file>/0226.nii.gz
<path-to-data-file>/0230.nii.gz	<path-to-label-file>/0230.nii.gz
<path-to-data-file>/0231.nii.gz	<path-to-label-file>/0231.nii.gz
<path-to-data-file>/0235.nii.gz	<path-to-label-file>/0235.nii.gz
<path-to-data-file>/0242.nii.gz	<path-to-label-file>/0242.nii.gz
<path-to-data-file>/0245.nii.gz	<path-to-label-file>/0245.nii.gz
<path-to-data-file>/0248.nii.gz	<path-to-label-file>/0248.nii.gz
<path-to-data-file>/0254.nii.gz	<path-to-label-file>/0254.nii.gz
<path-to-data-file>/0259.nii.gz	<path-to-label-file>/0259.nii.gz
<path-to-data-file>/0263.nii.gz	<path-to-label-file>/0263.nii.gz
<path-to-data-file>/0264.nii.gz	<path-to-label-file>/0264.nii.gz
<path-to-data-file>/0268.nii.gz	<path-to-label-file>/0268.nii.gz
<path-to-data-file>/0272.nii.gz	<path-to-label-file>/0272.nii.gz
<path-to-data-file>/0273.nii.gz	<path-to-label-file>/0273.nii.gz
<path-to-data-file>/0274.nii.gz	<path-to-label-file>/0274.nii.gz
<path-to-data-file>/0276.nii.gz	<path-to-label-file>/0276.nii.gz
<path-to-data-file>/0279.nii.gz	<path-to-label-file>/0279.nii.gz
<path-to-data-file>/0281.nii.gz	<path-to-label-file>/0281.nii.gz
<path-to-data-file>/0282.nii.gz	<path-to-label-file>/0282.nii.gz
<path-to-data-file>/0288.nii.gz	<path-to-label-file>/0288.nii.gz
<path-to-data-file>/0294.nii.gz	<path-to-label-file>/0294.nii.gz
<path-to-data-file>/0297.nii.gz	<path-to-label-file>/0297.nii.gz
<path-to-data-file>/0301.nii.gz	<path-to-label-file>/0301.nii.gz
<path-to-data-file>/0302.nii.gz	<path-to-label-file>/0302.nii.gz
<path-to-data-file>/0307.nii.gz	<path-to-label-file>/0307.nii.gz
<path-to-data-file>/0317.nii.gz	<path-to-label-file>/0317.nii.gz
<path-to-data-file>/0320.nii.gz	<path-to-label-file>/0320.nii.gz
<path-to-data-file>/0330.nii.gz	<path-to-label-file>/0330.nii.gz
<path-to-data-file>/0332.nii.gz	<path-to-label-file>/0332.nii.gz
<path-to-data-file>/0337.nii.gz	<path-to-label-file>/0337.nii.gz
<path-to-data-file>/0341.nii.gz	<path-to-label-file>/0341.nii.gz
<path-to-data-file>/0348.nii.gz	<path-to-label-file>/0348.nii.gz
<path-to-data-file>/0349.nii.gz	<path-to-label-file>/0349.nii.gz
<path-to-data-file>/0350.nii.gz	<path-to-label-file>/0350.nii.gz
<path-to-data-file>/0351.nii.gz	<path-to-label-file>/0351.nii.gz
<path-to-data-file>/0358.nii.gz	<path-to-label-file>/0358.nii.gz
<path-to-data-file>/0361.nii.gz	<path-to-label-file>/0361.nii.gz
<path-to-data-file>/0362.nii.gz	<path-to-label-file>/0362.nii.gz
<path-to-data-file>/0366.nii.gz	<path-to-label-file>/0366.nii.gz
<path-to-data-file>/0367.nii.gz	<path-to-label-file>/0367.nii.gz
<path-to-data-file>/0370.nii.gz	<path-to-label-file>/0370.nii.gz
<path-to-data-file>/0371.nii.gz	<path-to-label-file>/0371.nii.gz
<path-to-data-file>/0376.nii.gz	<path-to-label-file>/0376.nii.gz
<path-to-data-file>/0378.nii.gz	<path-to-label-file>/0378.nii.gz
<path-to-data-file>/0379.nii.gz	<path-to-label-file>/0379.nii.gz
<path-to-data-file>/0381.nii.gz	<path-to-label-file>/0381.nii.gz
<path-to-data-file>/0383.nii.gz	<path-to-label-file>/0383.nii.gz
<path-to-data-file>/0384.nii.gz	<path-to-label-file>/0384.nii.gz
<path-to-data-file>/0388.nii.gz	<path-to-label-file>/0388.nii.gz
<path-to-data-file>/0390.nii.gz	<path-to-label-file>/0390.nii.gz
<path-to-data-file>/0391.nii.gz	<path-to-label-file>/0391.nii.gz
<path-to-data-file>/0392.nii.gz	<path-to-label-file>/0392.nii.gz
<path-to-data-file>/0396.nii.gz	<path-to-label-file>/0396.nii.gz
<path-to-data-file>/0398.nii.gz	<path-to-label-file>/0398.nii.gz
<path-to-data-file>/0400.nii.gz	<path-to-label-file>/0400.nii.gz
<path-to-data-file>/0403.nii.gz	<path-to-label-file>/0403.nii.gz
<path-to-data-file>/0404.nii.gz	<path-to-label-file>/0404.nii.gz
<path-to-data-file>/0406.nii.gz	<path-to-label-file>/0406.nii.gz
<path-to-data-file>/0408.nii.gz	<path-to-label-file>/0408.nii.gz
